title,text,label
The 100 Funniest Tweets From the Unending Nightmare That's Been the 2016 Election,"""cnn's john avlon lists the 100 most hilarious tweets from the 2016 election. <SEP> he says it's hard not to pray for the sweet release of death. <SEP> the tweets were mostly unfunny, but they were a welcome reminder.""",0
68. Emmy Ödül Töreni Adayları ve Kazananları,"' Simpson: American Crime Story (KAZANAN) Komedi Dalnda En yi Kadn Oyuncu Will Forte, The Last Man on Earth Drama Dalna En Andre Braugher, The People v. <SEP> O.J.'",0
Google Restores Mike Adams’ Natural News After Massive Takedown,"""natural news was blacklisted by google for a small number of pages on a subdomain. <SEP> the site was then restored with no comprehensible reason. <SEP> it's possible that the outpouring of protests after the takedown threw Google back on their heels, and they gave in.""",1
B&B Recap: Quinn unleashes her inner pain on a stunned Ridge,"'Quinn warns Ridge that if he thinks she’d betray Eric, he doesn’t know a damn thing about her. <SEP> Quinn points out what Ridge was planning to do to her – he’s exactly like him!'",0
"Eagles Destroy Corporate Drones, Cost Mining Company More Than $100,000","'mining is one of the most destructive forces currently on the face of the planet. <SEP> it is particularly destructive as its waste carries mercury and cyanide. <SEP> these neurotoxins persist in the environment, poisoning the soil, and contaminating water supplies permanently. <SEP> recently, in the us, the toxic consequences of gold mining were on full display when the epa cleaned out an abandoned gold mine turning the Animas river orange.'",1
"50 Holistic Doctors Have Mysteriously Died In The Last Year, But What’s Being Done About It?","""a total of 50 holistic doctors have been found dead in the last year. <SEP> this is the first time a doctor has been killed in a mysterious way. <SEP> a number of the deaths have been 'accidental' or 'natural' a new documentary is being made on the topic.""",1
Run You,"""don't let 'em run you (Do what you wanna do) (Do whatever you want to do) 'no, i won't be confined by their regimented borders.""",0
David Brooks: The Abbie Hoffman of the Right: Donald Trump,"'after world war two, the Protestant establishment dominated the high ground of American culture and politics. <SEP> People like abbie Hoffman, Jerry Rubin and the rest of the counterculture were buffoons, but also masters of political theater. <SEP> they had to provoke, offend the crew-cut crowd, generate outrage and set off a cycle that ripped apart the cultural consensus. <SEP> the ensuing cultural violence only serves Trump’s long-term destructive purpose.'",1
No Foreigner Has Carried Out a Lethal Attack in the U.S. Since 9/11,"'the deadliest mass shooting in modern u.s. history took place in Las Vegas last weekend. <SEP> a white man shot a crowd of 22,000 at a music festival, killing 59 people. <SEP> eight of the deadly attackers since 9/11 were born american citizens.'",1
PHOTOS: Aftermath of Hurricane Irma at Walt Disney World,' Walt Disney World opened its gates to all four theme parks to guests this morning. <SEP> several attractions were closed today (or delayed) due to debris caused by hurricane irma. <SEP> sEP> Jungle cruise has also been reported as needing at least a week to remove the debris before it can be operational.',0
Twitter Was Not Here For Sean Spicer's Emmy Appearance,'the 69th primetime emmys was a pretty good night. <SEP> but there was one dark cloud over the surprise appearance of disgraced former press secretary. <SEP> the reaction on twitter was overwhelmingly negative.',1
Hiding Something? Obama Refuses To Host Hard-Copy Docs In Presidential Library,"'the move has “historians scratching their heads,” says a manuscripts librarian at the Richard J. Daley Library at the university of Illinois at Chicago. <SEP> the documents were moved to the Obama Library and under the Presidential Records Act, Presidential records remain closed to the public for five years after an administration has left office.'",1
#FakeNews CNN Trashes Vice President – Estimates Price Tag of Pence Defending US Flag and Walking Out of Colts Game,"'vice president Mike Pence attended the game between the Indianapolis Colts and the San Francisco 49ers. <SEP> the VP had planned to attend the game for weeks. <SEP> but after the NFL millionaires disrespected the flag and military, he and his wife walked out.'",1
CAPLAN: Will Bannonism—Not Trumpism—Shape The Republican Party’s Future?,"'a key difference between the two ideologies is the president’s penchant for compromise and dealmaking. <SEP> both men believe the elite have benefited disproportionately from globalization, while hallowing out a once prosperous middle class. <SEP> Bannon’s refusal to bend the knee to deep-state establishmentarians would betray his mission.'",1
BREAKING: Note Found in Stephen Paddock’s Room Contains Cryptic List of Numbers – Attack May Point to 9-11?,"""a cryptic note full of random numbers has been found in the shooter's hotel room. <SEP> it is not believed to be a suicide note. <SEP> the 64-year-old killed 58 people and injured 489 at the Route 91 Harvest Festival off the Las Vegas strip on sunday night.""",1
36 People Who Got What They Had Coming,'a jerk who thought he was above it all gets a parking ticket. <SEP> a taxi driver who parked his bike in a restricted spot gets thrown into the bushes. <SEP> the guy who t-boned his bike and left it behind is a good example of petty behavior.',0
ESPN Analyst Says Former San Fran Quarterback Colin Kaepernick Is the Victim,"""'flag bearers' are important in history because they represent focal point of command and control.""",1
“Nation” Writer Claims Pence Is “Far Worse” Than Trump,"""journalist Joan Walsh says vp is a far worse person because of his creepy handmaid's tale patriarchal approach to women's equality. <SEP> she says he should go because he’s more likely to stumble into war than Pence is.""",1
Shahs of Sunset Recap: Keeping The Peace,'a tumultuous and long-standing feud between Reza Farahan and Golnesa “GG” Gharachedaghi has finally resolved. <SEP> a very pregnant Asa Soltan Rahmati takes a break from talking about her pregnancy to go kaftan boutique hunting with her family.',1
Nativity Thieves Take Everything But Baby Jesus,"'a man in a red Ford Edge was transported to the Espaola Hospital and his car was towed. <SEP> a blotter is published to give readers an abridged look at what local law enforcement, funded by taxpayers, must deal with daily.'",0
Air Force Chief Staff ‘Classifies’ TRUMP as Enemy of America,"""'this is a great opportunity to step back and remind ourselves and the american people of the oath we take as members of the military' 'the military cannot lose sight that they go to war with their values,' says air force chief of staff.""",1
Confederate controversy,"'john avlon: if we are to move forward and be ""progressive,"" we need to set aside distractions, unify in our actions and put our attention to the big picture. <SEP> he says the only time people can receive medical attention is once a year, when a mobile clinic known as the Remove Area Medical arrives.'",1
Robert Mueller Wiretapped The Trump White House,"'early reports indicate at least one direct phone call between President Trump and Cohen was surveilled/recorded. <SEP> This isn’t about democrat or republican, liberal or conservative.'",1
Acting head of crime intelligence fired,'major-general pat mokushane has been axed from his position. <SEP> this comes after reports that he has a criminal record. <SEP> he is being investigated for running his own business from work.',0
What's on City-Data.com,"' These lists rank cities in hundreds of categories, including income, crime, most gay couples, most cars, shortest commute, biggest houses, best educated residents and many more.'",0
"The FBI Reportedly Wiretapped Trump's Campaign Chair, And It's A Big Deal","""a new report reveals that investigators wiretapped former campaign chair Paul manafort. <SEP> the investigation was conducted under a foreign intelligence surveillance act (fISA) warrant. <SEP> a big piece of the puzzle is missing: the first warrant was based on suspicion of dealing with a sketchy oligarch. <SEP> this isn't the worst news for the former campaign manager that came out today.""",0
Police: 3 Seattle brothers arrested spent majority of lives sexually abusing children,"'three brothers in their 70s and 80s have been charged with two counts of possession of depictions of minors engaged in sexual conduct. <SEP> police say a family member was cleaning the men\'s green lake home when she discovered what she believed to be materials depicting the sexual abuse of a child. <SEP> detectives say it was Charles\' ""manifestos"" about Satanic rituals, kidnapping, raping and killing girls that led them to dig under sheds, searching for evidence of potential murder.'",0
Postpartum depression can affect dads – and testosterone may be to blame,"""men's testosterone levels may predict their own postpartum depression risk, but their partners' depression may also be a factor. <SEP> 'testosterone' is an androgen hormone, responsible for the development and maintenance of male secondary sex characteristics.""",0
Jennifer Aniston And Justin Theroux's Marriage In Trouble Because Of Chelsea Handler?,"""new reports claim that a new woman is involved in the alleged rocky relationship. <SEP> a source claims that the newlyweds can't stand Chelsea and her antics. <SEP> the couple is reportedly in the process of adopting a baby.""",0
South Park Provoked the Rise of White Supremacists—Here's How,"""''south park' has paved the way for white supremacist groups to recruit young white men and boys into the alt-right. <SEP> a lot of people are tired of beating on each other and attacking each other,'' says writer.""",1
"Jimmy Kimmel Doubles Down on Gun Control Plea, Tells Conservatives Who Disagree to Drop Dead","'a conservative podcast host obliterated late-night host Jimmy Kimmel\'s gun control views. <SEP> he said he doesn\'t care because he prefers ""everyone with a television to watch the show"" he also criticized the idea that AR-15s aren\'t used for home defense.'",1
When The Left Eats Its Own: Watch ANTIFA Thug Punch BLM Member,"'both groups think they are oppressed, both are obsessed with identity politics, and both are steeped in Marxist ideologies. <SEP> People who have their identities wrapped up in victimhood are narcissistic by nature.'",1
Read The Memo That Rocked Washington And Exposed The Deep State Plot Against President Trump,"'john avlon: a memo from a former director of strategic planning for the nsc is being discredited. <SEP> he says it details a plot to overthrow the president by globalist members of the deep state. <SEP> the memo is a weak attempt at damage control, he writes, but it is not a nutcase.'",1
Alt-Left Leader Vows to “Crush Skulls” With Baseball Bat During ‘Patriot Prayer’ Rally,'a self-proclaimed Alt-Left “leader” has vowed to use a baseball bat to “crush some nazi skulls” during a “Patriot Prayer” rally. <SEP> the event will take place at Crissy Field in san francisco on saturday.',0
CNN: Everyone that Voted for Trump is a “White Supremacist by Default”,"'\'white supremacists by default\': how ordinary people made Charlottesville possible. <SEP> \'it’s easy to focus on the angry white men in paramilitary gear who looked like they were mobilizing for a race war in the Virginia college town,\' wrote writer/producer John Blake. <SEP> ""you have to have millions of people who are willing to be bystanders, who push aside evidence of racism, Islamophobia or sexism,"" he wrote.'",1
Climate change science implodes as IPCC climate models found to be “totally wrong” … temperatures aren’t rising as predicted … hoax unraveling,"""scientists at the university of massachusetts 'hacked' the IPCC's climate models. <SEP> they used a technique known as 'hockey stick' analysis to produce a graph. <SEP> the graph was based on data from 2,000 weather stations across the world. <SEP> but the data was truncated and'mined' to produce an exaggerated trend.""",1
"This Dog Spent Her Entire Life Locked In A Basement. Now, She’s Finally Free","'a poodle named B.B. <SEP> was rescued from a north carolina puppy mill by animal workers with the humane society of the united states. <SEP> she was tiny and had clearly been impregnated over and over again. <SEP> after being taken to a hospital, she was adopted by a receptionist.'",0
"Hillary Clinton Funnels $800,000 to Her Political Group That Funds ANTIFA","'Clinton apparently funneled over $800,000 from her campaign money to her new political PAC, Onward Together. <SEP> the group is backing several groups of resistance against the current administration, including ANTIFA. <SEP> out of those five, only one group, the soros-backed Indivisible, responded.'",1
4 Reasons Why We Keep Going Back to Disney’s Hollywood Studios,"""the park is undergoing a significant amount of changes as they begin to construct both Star Wars Land and Toy Story Land. <SEP> this doesn’t mean that the park doesn't have much to offer in the form of attractions and entertainment. <SEP> here are four reasons why we keep going back to Disney’s Hollywood Studios.""",1
Can Deep State Be Trusted? Why Won’t the FBI Release Any Information on Las Vegas Shooting?,'former FBI directors have done much to discredit the name and reputation of the FBI. <SEP> a press conference was held jointly by the FBI and the local Sheriff in Las Vegas concerning the killing of at least 59 people in that city a few days ago.',1
House Intelligence Committee Subpoenas Firm Behind Discredited “Trump Dossier”,"'senator grassley is asking if there is a possibility that the contents of the dossier were “surreptitiously funneled” from foreign intelligence agencies to U.S. intelligence agencies. <SEP> if so, that foreign information would likely have ended up within the FBI’s investigation of allegations of collusion between Trump associates and Russia.'",1
"IN MY VIEW: In this civil war, Trump wins","""sally kohn: in office barely five months, he has moved sure-footedly to correct derelictions. <SEP> she says faux-beheadings, calls for his impeachment and assassination have never been seen before. <SEP> kathleen: if she doesn't follow your advice, she will be punished by voters in 2018.""",1
"Hillary Tells of Screaming Into Pillow, Election Night Shock in Irish TV Interview.","""former secretary of state opened up on the unfolding of events on election night 2016. <SEP> ''i was in a state of shock. <SEP> I had not prepared a concession speech,'' she said. <SEP> she will later appear on britain's tv as her book tour continues.""",1
Laawd..See Usher’s Reported Proof That Demolishes STD Accuser’s ‘Days Inn’ Story,"""'Days Inn' employee claims she saw usher walk into the hotel to go see Quantasia. <SEP> usher claims he never had a hotel hookup with her. <SEP> he says he was on the verge of getting engaged to Grace Miguel. <SEP> the couple got engaged less than 2 months after the alleged days inn tryst.""",1
"James Van Der Beek reveals sexual harassment: 'I've had my ass grabbed by older, powerful men'","""'what he’s admitted to is criminal. <SEP> I applaud everybody speaking out,' van der Beek wrote on twitter. <SEP> 'i’ve had my ass grabbed by older, powerful men,' he wrote. <SEP> this week, crews revealed he was groped in the past by an unnamed executive.""",0
Michigan Court Grants Parental Rights to Pedophile Who Impregnated 12yo Girl During a Violent Rape,"""a convicted rapist has been awarded joint legal custody of a child born from rape. <SEP> the victim's attorney, Rebecca Kiessling, is now asking for special protection under the federal Rape Survivor Child Custody Act. <SEP> if she does not comply with the order, she can be locked up.""",1
Georgina Chapman Leaves Harvey Weinstein in Wake of Scandal,"'a lot of the times, powerful people pull strings and call in favors to make problems go away. <SEP> ""my heart breaks for all the women who have suffered tremendous pain,"" she says. <SEP> a number of actresses came forward as accusers, and his is now accused of outright rape.'",0
"Eric Paddock, Shooter Stephen C. Paddock’s Brother: 5 Fast Facts You Need to Know","""'we have absolutely no idea how this happened,' says shooter's brother. <SEP> 'it's like an asteroid just fell on top of our family', says 90-year-old mother.""",0
ISIS Claims Stephen Paddock ‘Converted to Islam’ Before Shooting,"' Paddock opened fire from the 32nd floor of the Mandalay Bay Resort &amp;amp; Casino, killing 58 people and injuring hundreds more. <SEP> police found ""more than 10 rifles"" in his hotel room. <SEP> it has been reported that he committed suicide.'",0
Boobs Are Back Article,"'""Boobs are back in a big way,"" a newspaper article about celebrities embracing chest cleavage. <SEP> the article became the subject of mockery on the internet. <SEP> many started reacting to the article with sarcasm, disgust and confusion.'",0
Should Confederate Statues Stay Or Be Removed? [POLL],'removing Confederate statues would be an attempt to get rid of history. <SEP> those who want the statues to remain complain that removing them would be a waste of time.',0
Racial slur reportedly found scrawled in KCK school bathroom,"'a racial slur was found on a boys bathroom stall at piper high school. <SEP> ""Kill all n------,"" someone wrote on the stall, according to reports. <SEP> a special assembly was held to address the issue.'",0
Michael Douglas denies masturbating in front of ex-employee: 'I'm bewildered','the basic instinct star has jumped ahead of allegations he masturbated in front of an employee 33 years ago. <SEP> he claims staff at both the Hollywood Reporter and Variety have reached out for feedback regarding the accusations. <SEP> the actor insists the claims he blackballed the unnamed women are “completely untrue”.',0
Sheriff David Clarke To Join Trump Administration,' Clarke resigned on tuesday to join the Trump administration. <SEP> he is known for defending president obama against racial claims.',1
The FBI Just Blew The Hillary Clinton Case Wide Open She Could Literally Be Going to Jail,' FBI just dropped could put her in the category of bonafide traitor. <SEP> uncovered Russian bribery plot before Obama administration approved controversial n-u-c-l-e-a-r deal with Moscow.',1
Election,'a professor at a southern california college goes on a diatribe against president-elect Donald Trump. <SEP> a retired detective and private investigator running against new york city mayor bill de Blasio posted a video to facebook challenging the Democrat to a push-up contest.',0
Flynn: Assault on Law Enforcement Is Out of Control,"'former FBI Asst. <SEP> reacted to the ""unbelievable tragedy"" of two police officers being gunned down in their squad cars. <SEP> ""the assault on our law enforcement professionals in this country is out of control,"" he said.'",0
"Rite Aid Money Orders: Everything to Know (Provider, Hours, Cost…)","' You can purchase a single money order for up to $500 and multiple money orders up to $2,999. <SEP> if you want to cash a money order, your own bank is the best option.'",0
Fiery Judge Jeanine to Comey: 'Send These Clintons Back to Where They Came From',"'\'you were once a great prosecutor. <SEP> Don’t let Washington ruin you, too,\' she said. <SEP> ""you need to send these Clintons back to where they came from,"" she added.'",1
"Funny Watters Finds Out What Kids Think About Trump, Clinton & the 2016 Race","'Jesse Watters hits the streets of new york city to see what kids think about the major issues facing the country. <SEP> ""equal rights, feminism, that\'s very important nowadays,"" he says. <SEP> watch the ""watters\' world"" clip above, and let us know what you think in the comments.'",0
Election HQ 'Do You Believe That?': O'Reilly Questions Trump's 'Rigged Election' Claims,"' ""the system is rigged,"" Trump says of the media. <SEP> he says the media has been ""horrible"" in their coverage of him, while giving Hillary Clinton a pass. <SEP> ""she is so guilty in so many different ways that she shouldn\'t even be allowed to run for president,"" he adds.'",0
"Gun Store Offers 'Pre-Hillary Sale,' Warns of Skyrocketing Prices","""westside armory in l.a. is offering a 'pre-hillary sale' on tactical rifles. <SEP> a semiautomatic tactical rifle is being sold for $699.99. <SEP> the final presidential debate will take place on tuesday, October 19th.""",0
Jemele Hill’s Politics: 5 Fast Facts You Need to Know,"""jemele hill, 41, has been hosting the 6:00 p.m. edition of sportsCenter since february. <SEP> she called president obama a white supremacist after retweeting a tweet about kid rock. <SEP> hill has since apologized for her comments, saying they don't represent the position of the network.""",1
Book on Chicana Activists Honors The Women History Has Ignored,"""'Chicana Tributes: Activist Women of the Civil Rights Movement' documents the experiences of 61 Chicanas from the '60s to the present who have paved the way in the fight for human rights. <SEP> some of the women featured have passed, while others remain active.""",1
Harvey Weinstein Has Destroyed Hollywood -- Now What?,"'the hypocrisy level has hit Defcon 1, 9.9 on the Richter scale. <SEP> john avlon: if conservative investors had courage, this would be the time to take over the movie business. <SEP> the rot is everywhere, even in the precincts of ""high art,"" he says.'",1
12 Psychological Tactics Donald Trump Uses to Manipulate the Masses,"""john avlon: many people believe that a candidate like a man like obama is a good leader. <SEP> he says he's a master at using humor to get people to believe what he thinks. <SEP> but he argues that if he wins, it's because he has a better chance of winning.""",1
The Spirit of Free Speech at UC Berkeley: Why the Left Opposes It,"'a \'free speech week\' event was being put together by provocateur Milo Yiannopoulos, who was invited by a small campus group called Berkeley Patriot. <SEP> the highlight at the now suspended conference was to be the ""Mario Savio Award,"" given to the individual who in their eyes has most represented the idea of free speech.'",1
Alt-left,"' Used as both a pejorative and an affirmative, alt-left has been used as a catchall term for far-left political ideologies such as socialism, anarchism and communism. <SEP> many of the so-called ""alt-left"" ideologias contradict from group to group, and many have stated that it is a meaningless phrase.'",0
Israel and the American Jewish Crisis,"'in 2013, 35% of american Jews identified as Reform, today, only 28% identify as Conservative. <SEP> meanwhile, the proportion of young american Jews who identify as Jews under 30 has ballooned to 47%. <SEP> the problem is that the more active Jews are in the synagogue, the less politically radical they are and the more devoted to Jewish causes they are.'",1
Israel-Jordan Peace Agreement: The Emperor Has No Clothes,"'the king of jordan, king Abdullah II, is an ardent supporter of the establishment of a Palestinian state in the hills of Judea and Samaria. <SEP> he is actively creating a strategic threat to the very existence of the. <SEP> Palestinian state. <SEP> the alternative is establishing a palestinian state on. <SEP> Israeli territory with its capital in Eastern Jerusalem, a. strategic danger to Israel.'",1
Butler County Sheriff requests ICE shut down local businesses that hire illegals,"'in the letter, Sheriff Jones asks president Trump to come to Butler County, sit down with him and work on a plan to start ""Work Place Enforcement"" he says he\'s tired of illegal immigrants committing crimes here, bringing in drugs and risking the health and safety of citizens.'",0
Dez Bryant announces Cowboys’ plans for national anthem,'the Dallas Cowboys briefly knelt on the field alongside owner Jerry Jones. <SEP> they then stood with arms linked during the national anthem. <SEP> some saw the move as a compromise between protesting and respecting the flag. <SEP> but others were surprised and disappointed the cowboys took a knee at all.',0
Raw Video: 2 officers shot outside of Ferguson police department,"'two police officers reportedly were shot early Thursday outside the police department in Ferguson, Mo. . the shooting was first reported by the St. Louis Post-Dispatch.'",0
Jerry Jones explains why he opposes national anthem protests,"'members of the Dallas Cowboys organization have been reluctant to protest the national anthem, with head coach Jason Garrett calling the chant “sacred” and Dez Bryant saying he wouldn’t protest.'",0
Uber Driver Catches Cop In A Lie About The Law And Totally Schools Him,"'many people find themselves only getting deeper and deeper into their lies. <SEP> in order to cover up for themselves, they just keep making up more and more details. <SEP> one group of people that tend to know how to deal with liars easily are legal professionals.'",0
Gloating Trump Renews Attacks on 'Fake News' After CNN Corrects Russia Probe Story,"' Trump accuses the network of making a ""vicious and intentional mistake"" he also calls for ABC reporter Brian Ross to be fired for a separate erroneous report. <SEP> the news media has been one of Trump\'s most frequent targets since he took office in January.'",0
Police arrest suspected deadly al-Shabaab fighters in Kenya,"'police in Voi arrested three men suspected to belong to al-Shabaab. <SEP> according to sources, police had suspected the men of planning a terror attack in Kenya. <SEP> the three terror suspects were identified as Yayha Bakari, Julius Mwandenzi and Abdallah Ramadhan. <SEP> two other suspects escaped arrest with police launching a manhunt for them.'",0
"Hunter Who Says He Was Shot At By Immigrants At U.S.-Mexico Border Was Victim Of Friendly Fire, Investigators Conclude","'a 26-year-old hunting guide named Walker Daugherty was shot in the abdomen. <SEP> another hunting guide, Michael Bryant, shot him in the arm. <SEP> after the incident, a GoFundMe page was launched to help pay for his medical expenses.'",0
EPA Chief Scott Pruit To Repeal Obama’s Global Warming Rule,' EPA Administrator Scott Pruitt announced his intention to withdraw the Clean Power Plan (CPP) to applause from a crowd gathered at a mining event on Monday.',0
"Hurricane Harvey 2017: Forecast, Map, Path & Live Updates","' There are now 14 official causalities of the storm, including a family of six and a Houston police officer. <SEP> as a result of the impending storm, Portland, Texas, is already being evacuated. <SEP> a voluntary evacuation is highly encouraged especially if you are in a low-lying area.'",0
NOT REAL NEWS: A look at what didn't happen this week,"""some of the most popular, but completely untrue, headlines of the week aren't real. <SEP> a slew of hoax sites claim to be based on false news stories. <SEP> the ap is trying to fact-check claims in suspected false news.""",0
Former President Barack Obama Reportedly Got Called to Serve Jury Duty in Chicago,"'former president Barack Obama has reportedly been called to serve jury duty in Cook County. <SEP> last week, he hosted a relief concert to aid victims of hurricanes. <SEP> he reportedly made an unknown comment to Obama out of the corner of his mouth.'",0
"Hillary Clinton's ""What Happened"" Book","' On July 27th, 2017, Hillary Clinton unveiled the title of her upcoming book What Happened. <SEP> the book is a memoir discussing experiences during her 2016 presidential run against Donald Trump.'",0
Imran Awan Had a Secret Server that Was Connected to the House Democratic Caucus,"'new information about a massive cybersecurity breach implicates the former chair of the house democratic caucus, then-Rep. Xavier Becerra. <SEP> a fake server was given to cops. <SEP> authorities considered the false image they received to be interference in a criminal investigation.'",1
Is The White House Using a Melania Trump Stunt Double? Voters Convinced On Twitter,"""intrepid internet explorer Andrea Wagner Barber posted a video of a press conference on the white house lawn on october 13. she pointed out that Melania didn't look exactly like herself, and thousands on twitter agreed. <SEP> the most logical answer is that she was having a bad hair day, wore a little too much lipliner, and on impulse bought a pair of sunglasses that her friends haven't told her don't work yet.""",1
Gutfeld: 'The Media Wants Hillary to Win; There's No Doubt About That',"'\'the media wants Hillary to win. <SEP> There\'s no doubt about that,\' he says. <SEP> \'they knew elevating Donald Trump - giving him an air of respectability in the press, as well\' watch the co-hosts of ""the five"" discuss above, and let us know what you think.'",0
Juanita Broaddrick: Trump Apologized; Where's Bill and Hillary's Apologies?,"'four women have accused the Clintons of wrongdoing. <SEP> they spoke at a press availability with Republican Donald Trump. <SEP> ""he\'s apologetic for those words,"" says Juanita Broaddrick, 73.'",1
Rose McGowan Slams Ben Affleck and Matt Damon Over Weinstein Sex Charges — Then the Twitter Police Step In,"'affleck and damon were accused of helping kill a 2004 new york times story about Weinstein\'s inappropriate sexual behavior. <SEP> actress rose McGowan reportedly reached a $100,000 settlement with Weinstein in 1997. ten years later, she and Weinstein were all smiles as they arrived at the premiere of the film ""grindhouse"" in 2007.'",0
Leftists Blame NRA For Las Vegas Tragedy,"""dozens of people were killed and hundreds wounded in the attack in l.a. on sunday. <SEP> john avlon: if the shooter had a legal full-auto weapon, it wouldn't have been a problem for him to get a suppressor illegally. <SEP> at least 58 people have died in the massacre.""",1
"Jimmy Kimmel Uses One Word to Insult Gun Owners After Vegas Shooting, It Backfires Instantly","""jimmy kimmel attacked millions of americans who don't support gun control. <SEP> he tweeted: 'it's fascinating that 500 innocent people get shot and your anger is directed at me' he hasn't issued an apology for his remark.""",1
Why Criminals Stealing Suppressors Isn’t The Problem Some Anti-Gunners Think,"'there are now more than 1.3 million silencers registered with the Bureau of Alcohol, Tobacco, Firearms and Explosives, up from about 360,000 just five years ago. <SEP> criminals will, no doubt, get their hands on suppressors in the course of their “career,” but it won’t really help them much.'",1
Police Get A Truly Horrible Surprise When Searching Boxes On A Suspicious Cargo Truck,'illegal smuggling of animals is a growing problem in the u.s. and around the world. <SEP> a large cargo truck was recently stopped by border patrol officials at the Chinese border. <SEP> the driver was arrested and the truck was unloaded.',0
August Ames Heartbreaking Suicide Note Reportedly Found In Car After Tragic Death At 23,"' August left a suicide note in her car before taking her own life. <SEP> within the note, August allegedly apologized for killing herself in a public park. <SEP> she failed to mention the bullying and online harassment she suffered in the days leading up to her suicide at any point in her message, which was discovered by authorities.'",0
"Hollywood Terrified Rose McGowan Will Name More Alleged Sexual Harassers, Says Source","'insider: ""there are a lot of people convinced that she\'s going to start naming other huge producers, directors and extremely famous actors who have allegedly sexually harassed women"" ""the fear is that Rose is so angry at Harvey and all these predators, that she could take things into her own hands to blow the lid off all of this,"" source says.'",0
Seal: I wasn't attacking Oprah in social media post,"""seal came under fire earlier this week after he took to Instagram to question Oprah's friendship with the disgraced producer, writing. <SEP> in a new video posted on facebook, the singer insists he wasn't trying to discredit Winfrey. <SEP> he also slams actress Stacey Dash for tweeting a link to an article about Seal's post.""",0
Las Vegas Police still unsure of concert shooter's motive,' NBC News’s sources said Paddock may have been in mental or physical anguish before committing the worst mass shooting in modern U.S. history last Sunday. <SEP> the FBI has not yet identified what motivated paddock to open fire upon an outdoor concert.',0
John Legend Calls The National Anthem 'WEAK',"'a lot of people are standing with Colin Kaepernick in his decision not to stand during the national anthem. <SEP> he called the star spangled banner ""weak"" and said he doesn\'t truly love the song.'",0
Harvey Weinstein May Lose $800 Million & Spend Life In Jail After Assault Claims — Attorney Explains,"'Harvey Weinstein, 65, could be in deep trouble regarding the sexual assault claims. <SEP> he could be behind state prison bars for 10, 20, 30 years or even longer. <SEP> his net worth is estimated at $800 million dollars.'",0
Sen. John McCain diagnosed with brain cancer,""" McCain was in the hospital to remove a blood clot from above his left eye when a tumor was located. <SEP> doctors say the 80-year-old senator is recovering from his surgery 'amazingly well' and his underlying health is excellent.""",0
Trump Jr. calls charge of collusion 'ridiculous',"'eldest son tweets that he\'s a ""great person who loves our country"" he says he didn\'t try to coordinate to influence the election. <SEP> the emails show he met with a lawyer who has dirt on his father\'s campaign. <SEP> he also says the lawyer was not a government official.'",1
"Under Trump, opposing 'chain migration' is even bigger than 'amnesty'","'president obama has said that any legislation on the deferred action for childhood arrivals program must include a border wall. <SEP> ""chain migration"" is a phrase used to describe a feature of immigration law that allows immigrants to sponsor their relatives to come to the u.s. many immigrant communities and their advocates also oppose the change.'",1
Why Was Twitter Down? Another DDoS Attack? Everything You Need To Know,"'on November 7, starting around midnight eastern time, Twitter.com went down. <SEP> the outage only lasted around 30-45 minutes, but users believe it had to do with WikiLeaks, the U.S. election, and a DDoS attack.'",0
Crime Watch Daily investigates sex-trafficking epidemic in U.S.,'sex-trafficking is a problem in nearly every city and state in the united states. <SEP> the average age of trafficking victims is 13 years old. <SEP> backpage.com is accused of allowing the sale of underage girls.',0
Trump VP Pence Wastes Hundreds of Thousands of Tax Dollars on Fake NFL Photo Op,"""john avlon: it's a spontaneous reaction by a man proud of his flag and his nation. <SEP> he says he asked if any players kneeled, disrespecting our flag, our national anthem. <SEP> the vp is attending a fundraiser for a pro-russian congressman in california.""",1
Crime Watch Daily joins hunt for missing Little Rock teen Ebby Steppach,"'police have not named any suspects in the disappearance of 18-year-old ebby steppach. <SEP> a mugshot shows a man with dreadlocks kissing and hugging her three times. <SEP> ""if she\'s not with us anymore, she\'ll be in peace,"" said her mother.'",0
Funny SEE IT: Watters Drops by NYC's Dominican Day Parade,"'\'watters\' world\' special: jesse Watters drops by new york city\'s Dominican Day parade. <SEP> he asks revelers about the 2016 race and the vote for \'hilary\' and \'trump\' to be honest, he doesn\'t know how to make up his mind. <SEP> ""you don\'t like Trump or Hillary... what about me?"" <SEP> he asked.'",0
Trump Campaign Mgr: He Raised Clinton Accusers Issue 'Exactly the Right Way',"'conway says she\'s ""really proud of Donald Trump for raising it in exactly the right way"" referring to Clinton\'s statement that alleged victims of sexual assault ""deserve to be heard"" conway: ""if Hillary is going to... be some Joan of Arc for women...'",1
Hanson: Progressive attacks on Trump are backfiring,"""the progressive strategy of investigating president Donald Trump nonstop for Russian collusion or obstruction of justice hasn't succeeded either. <SEP> a third strategy of portraying Trump as a veritable monster has failed in four special elections for house seats.""",1
"As Kathy Griffin Joins ISIS, the US Must Enforce Laws Regarding Threats to the President","'the way in which the killing of president Trump is being normalized is reckless and inexcusable. <SEP> john avlon: if he can be placed on a watch list for eight years for his drunken rant against president obama, he should be locked up.'",1
Fund: Hillary’s ‘Ravings’ Are Only Evidence of Voter Suppression,"""'all they do is yell ‘voter suppression!’ but they don’t have any evidence,' he said.""",1
